date,open,high,low,close,shares traded,turnover (rs. cr)
22-Apr-2019,11727.05,11727.05,11583.95,11594.45,260356055,13754.12
23-Apr-2019,11612.95,11645.95,11564.8,11575.95,272544486,14500.53
24-Apr-2019,11601.5,11740.85,11578.85,11726.15,335196513,17046.66
25-Apr-2019,11735.7,11796.75,11624.3,11641.8,604360395,28254.3
26-Apr-2019,11683.75,11762.9,11661.75,11754.65,333483764,18098.83
30-Apr-2019,11748.75,11756.25,11655.9,11748.15,532630874,23324.98
02-May-2019,11725.55,11789.3,11699.55,11724.75,380278045,17790.06
03-May-2019,11722.6,11770.9,11699.35,11712.25,305519934,15156.32
06-May-2019,11605.8,11632.55,11571.35,11598.25,299046480,14703.42
07-May-2019,11651.5,11657.05,11484.45,11497.9,337495624,16632.84
08-May-2019,11478.7,11479.1,11346.95,11359.45,372826025,17440.01
09-May-2019,11322.4,11357.6,11255.05,11301.8,373028059,17602.86
10-May-2019,11314.15,11345.8,11251.05,11278.9,387323416,18085.19
13-May-2019,11258.7,11300.2,11125.6,11148.2,357586433,16722.91
14-May-2019,11151.65,11294.75,11108.3,11222.05,398122725,19906.38
15-May-2019,11271.7,11286.8,11136.95,11157,414174258,17931.75
16-May-2019,11180.35,11281.55,11143.35,11257.1,350734572,15629.57
17-May-2019,11261.9,11426.15,11259.85,11407.15,412109200,20177.63
20-May-2019,11651.9,11845.2,11591.7,11828.25,452096261,25223.78
21-May-2019,11863.65,11883.55,11682.8,11709.1,381038129,20324.67
22-May-2019,11727.95,11784.8,11682.4,11737.9,355870667,19582.41
23-May-2019,11901.3,12041.15,11614.5,11657.05,569030654,31180.08
24-May-2019,11748,11859,11658.1,11844.1,374637415,20028.49
27-May-2019,11855.5,11957.15,11812.4,11924.75,348356214,17735.36
28-May-2019,11958.35,11958.55,11864.9,11928.75,598308334,28833.54
29-May-2019,11905.8,11931.9,11836.8,11861.1,318068673,15985.92
30-May-2019,11865.3,11968.55,11859.4,11945.9,421199867,20261.85
31-May-2019,11999.8,12039.25,11829.45,11922.8,438879129,22789
03-Jun-2019,11953.75,12103.05,11920.1,12088.55,315296955,17451.36
04-Jun-2019,12052.65,12095.2,12005.85,12021.65,289221904,15308.28
06-Jun-2019,12039.8,12039.8,11830.25,11843.75,415206942,21144.77
07-Jun-2019,11865.2,11897.5,11769.5,11870.65,302455910,14939.4
10-Jun-2019,11934.9,11975.05,11871.75,11922.7,303329445,13125.41
11-Jun-2019,11959.85,12000.35,11904.35,11965.6,332181958,15392.28
12-Jun-2019,11962.45,11962.45,11866.35,11906.2,283718253,14120.17
13-Jun-2019,11873.9,11931.35,11817.05,11914.05,447901993,18680.91
14-Jun-2019,11910.1,11911.85,11797.7,11823.3,390294634,16226.57
17-Jun-2019,11844,11844.05,11657.75,11672.15,295528399,13851.67
18-Jun-2019,11677.05,11727.2,11641.15,11691.5,365525622,16120.69
19-Jun-2019,11744.45,11802.5,11625.1,11691.45,446933027,18722.71
20-Jun-2019,11653.65,11843.5,11635.05,11831.75,442016954,18839.11
21-Jun-2019,11827.6,11827.95,11705.1,11724.1,468430388,23346.13
24-Jun-2019,11725.8,11754,11670.2,11699.65,277620788,12631.38
25-Jun-2019,11681,11814.4,11651,11796.45,300476353,13822.83
26-Jun-2019,11768.15,11871.85,11757.55,11847.55,327885018,14650.89
27-Jun-2019,11860.85,11911.15,11821.05,11841.55,480169350,23300.3
28-Jun-2019,11861.15,11871.7,11775.5,11788.85,303888701,15191.9
01-Jul-2019,11839.9,11884.65,11830.8,11865.6,278415889,12874.96
02-Jul-2019,11890.3,11917.45,11814.7,11910.3,363197036,13615.94
03-Jul-2019,11932.15,11945.2,11887.05,11916.75,340527508,14290.33
04-Jul-2019,11928.8,11969.25,11923.65,11946.75,333595172,14758.87
05-Jul-2019,11964.75,11981.75,11797.9,11811.15,530720039,18871.99
08-Jul-2019,11770.4,11771.9,11523.3,11558.6,464029444,19146.25
09-Jul-2019,11531.6,11582.55,11461,11555.9,442520253,21577.95
10-Jul-2019,11536.15,11593.7,11475.65,11498.9,337571014,16098.53
11-Jul-2019,11561.45,11599,11519.5,11582.9,317257578,14586.2
12-Jul-2019,11601.15,11639.55,11538.6,11552.5,359421182,16947.57
15-Jul-2019,11614.75,11618.4,11532.3,11588.35,368788782,15835.99
16-Jul-2019,11596.65,11670.05,11573.95,11662.6,480156167,15967.91
17-Jul-2019,11670.75,11706.65,11651.15,11687.5,464827734,15250.5
18-Jul-2019,11675.6,11677.15,11582.4,11596.9,498258158,16684.03
19-Jul-2019,11627.95,11640.35,11399.3,11419.25,446049198,17326.4
22-Jul-2019,11392.85,11398.15,11301.25,11346.2,516044335,19304.23
23-Jul-2019,11372.25,11398.15,11302.8,11331.05,458931191,19199.32
24-Jul-2019,11322.45,11359.75,11229.8,11271.3,413202832,18353.13
25-Jul-2019,11290.4,11361.4,11239.35,11252.15,553676897,24329.21
26-Jul-2019,11247.45,11307.6,11210.05,11284.3,522670420,20350.38
29-Jul-2019,11307.5,11310.95,11152.4,11189.2,482862376,18705.92
30-Jul-2019,11213.7,11267.45,11072.65,11085.4,479059399,20545.71
31-Jul-2019,11034.05,11145.3,10999.4,11118,536694278,23681.22
01-Aug-2019,11060.2,11076.75,10881,10980,499918953,21048.32
02-Aug-2019,10930.3,11080.15,10848.95,10997.35,547416246,23972.04
05-Aug-2019,10895.8,10895.8,10782.6,10862.6,506556609,20824.1
06-Aug-2019,10815.4,11018.55,10813.8,10948.25,517891491,21676.4
07-Aug-2019,10958.1,10975.65,10835.9,10855.5,548465787,21228.28
08-Aug-2019,10899.2,11058.05,10842.95,11032.45,482471622,20667.6
09-Aug-2019,11087.9,11181.45,11062.8,11109.65,538063563,21092.05
13-Aug-2019,11139.4,11145.9,10901.6,10925.85,624634647,24790.67
14-Aug-2019,11003.25,11078.15,10935.6,11029.4,511541716,19712.81
16-Aug-2019,11043.65,11068.65,10924.3,11047.8,470909918,19281.91
19-Aug-2019,11094.8,11146.9,11037.85,11053.9,369493161,14120.35
20-Aug-2019,11063.9,11076.3,10985.3,11017,444715679,16915.96
21-Aug-2019,11018.15,11034.2,10906.65,10918.7,557867906,16747.99
22-Aug-2019,10905.3,10908.25,10718.3,10741.35,668193449,18764.38
23-Aug-2019,10699.6,10862.55,10637.15,10829.35,667079625,20983.75
26-Aug-2019,11000.3,11070.3,10756.55,11057.85,684141923,22375.99
27-Aug-2019,11106.55,11141.75,11049.5,11105.35,685551267,27413.16
28-Aug-2019,11101.3,11129.65,10987.65,11046.1,549954696,16739.43
29-Aug-2019,10996.05,11021.1,10922.4,10948.3,649876160,20127.77
30-Aug-2019,10987.8,11042.6,10874.8,11023.25,628154431,21057.31
03-Sep-2019,10960.95,10967.5,10772.7,10797.9,483038985,16595.6
04-Sep-2019,10790.4,10858.75,10746.35,10844.65,508784352,19195.1
05-Sep-2019,10860.95,10920.1,10816,10847.9,595699267,18279.88
06-Sep-2019,10883.8,10957.05,10867.45,10946.2,497214445,18167.78
09-Sep-2019,10936.7,11028.85,10889.8,11003.05,412471067,14762.07
11-Sep-2019,11028.5,11054.8,11011.65,11035.7,687140326,19550.59
12-Sep-2019,11058.3,11081.75,10964.95,10982.8,551436050,17510.17
13-Sep-2019,10986.8,11084.45,10945.75,11075.9,624305151,18012.76
16-Sep-2019,10994.85,11052.7,10968.2,11003.5,434449776,15786.17
17-Sep-2019,11000.1,11000.1,10796.5,10817.6,482013044,17721.93
18-Sep-2019,10872.8,10885.15,10804.85,10840.65,519155072,16784.43
19-Sep-2019,10845.2,10845.2,10670.25,10704.8,642599183,16642.83
20-Sep-2019,10746.8,11381.9,10691,11274.2,1356767450,54081.53
23-Sep-2019,11542.7,11694.85,11471.35,11600.2,882826741,40005.01
24-Sep-2019,11590.7,11655.05,11539.2,11588.2,651722255,26930.07
25-Sep-2019,11564.85,11564.95,11416.1,11440.2,629054640,25266.24
26-Sep-2019,11469.85,11610.85,11466.35,11571.2,844465614,30707.84
27-Sep-2019,11556.35,11593.6,11499.75,11512.4,650017280,19036.94
30-Sep-2019,11491.15,11508.25,11390.8,11474.45,756848686,23748.07
01-Oct-2019,11515.4,11554.2,11247.9,11359.9,1305415159,28972.72
03-Oct-2019,11322.25,11370.4,11257.35,11314,1017479514,21658.38
04-Oct-2019,11388.45,11400.3,11158.35,11174.75,928524450,22470.76
07-Oct-2019,11196.2,11233.85,11112.65,11126.4,733198763,18641.37
09-Oct-2019,11152.95,11321.6,11090.15,11313.3,741148639,20961.54
10-Oct-2019,11280.5,11293.35,11208.55,11234.55,562017945,19234.31
11-Oct-2019,11257.7,11362.9,11189.4,11305.05,737795150,22511.39
14-Oct-2019,11335.9,11420.45,11290.05,11341.15,587579191,17499.48
15-Oct-2019,11360.85,11462.35,11342.1,11428.3,527396180,17041.55
16-Oct-2019,11464.95,11481.05,11411.1,11464,533468525,18266.06
17-Oct-2019,11466.3,11599.1,11439.65,11586.35,797572398,20839.2
18-Oct-2019,11580.3,11684.7,11553.15,11661.85,853440208,22315.99
22-Oct-2019,11657.15,11714.35,11573.65,11588.35,867601307,29726.27
23-Oct-2019,11596.2,11651.6,11554.4,11604.1,664159887,23397.69
24-Oct-2019,11661.65,11679.6,11534.65,11582.6,700481662,25177.46
25-Oct-2019,11646.15,11646.9,11490.75,11583.9,812027840,23611.51
27-Oct-2019,11662.25,11672.4,11604.6,11627.15,161779004,3548.21
29-Oct-2019,11643.95,11809.4,11627.35,11786.85,951722529,27054.87
30-Oct-2019,11883.9,11883.95,11784.45,11844.1,725219760,22672.18
31-Oct-2019,11890.45,11945,11855.1,11877.45,1414837250,31304.73
01-Nov-2019,11886.6,11918.3,11843.35,11890.6,855338495,24933.55
04-Nov-2019,11928.9,11989.15,11905.35,11941.3,823050457,23203.88
05-Nov-2019,11974.6,11978.95,11861.9,11917.2,631952071,20995.88
06-Nov-2019,11911.5,12002.9,11850.25,11966.05,603351290,23324.97
07-Nov-2019,12021.1,12021.4,11946.85,12012.05,562963817,20898.24
08-Nov-2019,11987.15,12034.15,11888.75,11908.15,789254360,22931.52
11-Nov-2019,11879.2,11932.65,11853.95,11913.45,548979515,16548.47
13-Nov-2019,11908.3,11946.8,11823.2,11840.45,659035969,20401.5
14-Nov-2019,11858.75,11895.65,11802.65,11872.1,559494025,19114.86
15-Nov-2019,11904.2,11973.65,11879.25,11895.45,580154179,22350.63
18-Nov-2019,11915.15,11946.2,11867.6,11884.5,514352437,17991.41
19-Nov-2019,11919.45,11958.85,11881.75,11940.1,613909679,21574.84
20-Nov-2019,12004.75,12038.6,11966.05,11999.1,646661147,24341.14
21-Nov-2019,12025.65,12028.2,11956.9,11968.4,557685781,21609.99
22-Nov-2019,11967.3,11968.1,11883.5,11914.4,486815185,19243.57
25-Nov-2019,11922.45,12084.5,11919.75,12073.75,534289467,19990.44
26-Nov-2019,12110.2,12132.45,12006.35,12037.7,1201335831,46030.62
27-Nov-2019,12068.5,12114.9,12055.15,12100.7,584226618,19937.4
28-Nov-2019,12132.1,12158.8,12099.95,12151.15,620479403,21229.58
29-Nov-2019,12146.2,12147.4,12017.4,12056.05,804430391,21838.04
02-Dec-2019,12137.05,12137.15,12023.7,12048.2,720945335,23113.18
03-Dec-2019,12067.65,12068.6,11956.4,11994.2,605789334,18203.76
04-Dec-2019,11969.95,12054.7,11935.3,12043.2,747193818,22132.83
05-Dec-2019,12071.25,12081.2,11998.75,12018.4,562228745,19589.81
06-Dec-2019,12047.35,12057.05,11888.85,11921.5,609221205,18245.49
09-Dec-2019,11939.1,11981.95,11888.05,11937.5,599115748,16672.87
10-Dec-2019,11950.5,11953.2,11844.7,11856.8,650219487,16514.63
11-Dec-2019,11867.35,11923.2,11832.3,11910.15,997655048,18760.57
12-Dec-2019,11944.3,12005.5,11934,11971.8,752617138,18401.22
13-Dec-2019,12026.4,12098.85,12023.6,12086.7,597712516,20626.8
16-Dec-2019,12131.35,12134.65,12046.3,12053.95,437703921,16110.34
17-Dec-2019,12082.45,12182.75,12070.35,12165,499585789,20968.79
18-Dec-2019,12197,12237.7,12163.45,12221.65,518854651,22341.06
19-Dec-2019,12223.4,12268.35,12191.15,12259.7,623049839,19761.9
20-Dec-2019,12266.45,12293.9,12252.75,12271.8,810676090,25750.24
23-Dec-2019,12235.45,12287.15,12213.25,12262.75,604782354,18078.23
24-Dec-2019,12269.25,12283.7,12202.1,12214.55,470290298,13864.56
26-Dec-2019,12211.85,12221.55,12118.85,12126.55,520326632,16362.31
27-Dec-2019,12172.9,12258.45,12157.9,12245.8,383788556,13676.2
30-Dec-2019,12274.9,12286.45,12213.8,12255.85,411084614,14556.73
